signal,family,rank_ic,icir,residual_ic_t,cs_corr_with_anchor,raw_icir,hl_sharpe,net_sharpe,direction,note
Flow_perp_Amount,residual,-0.005797643472820779,-1.6610185268009967,-3.2362165789767348,-0.6165748367586112,4.846912963196787,,,-1,⊥ L2 amount/mktcap 20d
Flow_perp_AmountEOD,residual,-0.0057798946464093755,-1.64644411252172,-3.2078207722121292,-0.6159675233500267,4.846912963196787,,,-1,⊥ EOD amount/mktcap 20d
Flow_perp_Volume,residual,0.01494365941171656,3.1280650636452187,6.0945112024625825,-0.46837687865814376,4.846912963196787,,,1,⊥ L2 volume/mktcap 20d
Flow_perp_GrossActive,residual,-0.005735603074182798,-1.6416254454765247,-3.198432406020776,-0.6144809813723833,4.846912963196787,,,-1,⊥ undirected gross active flow
Flow_perp_Buy,residual,-0.003638643224841821,-1.0228055735211303,-1.992765463293027,-0.5740973444168961,4.846912963196787,,,-1,⊥ buy leg
Flow_perp_Sell,residual,-0.007629120495613218,-2.209169252552523,-4.304196518894497,-0.6501297372381931,4.846912963196787,,,-1,⊥ sell leg
