horizon_days,rank_ic,abs_rank_ic
1,-0.003696988319052005,0.003696988319052005
5,-0.0009872387731660918,0.0009872387731660918
10,0.0013721620960389556,0.0013721620960389556
20,0.005233252304224467,0.005233252304224467
