label,stage,rank_ic,icir,gross_sharpe,gross_annu_ret,net_sharpe,net_annu_ret,mdd_net,daily_turnover,annu_one_way_turnover,implied_annu_fee,direction,n_days,rebalance_freq,top_frac,entry_frac,exit_frac,min_hold,weight_method,round_trip_cost
highAPM|daily,E1_rebalance,0.023937280184579874,4.100561967059522,3.2840311557435697,0.38815377963138215,0.9171065369980346,0.10838363058677516,-0.17161125931979676,0.7460537307856198,93.25671634820247,0.1398850745223037,1,1212,1,0.1,,,1,ew,0.0015
highAPM|every_3d,E1_rebalance,0.018786664593950293,3.2048773581863514,2.3165791386700865,0.26820630169267273,0.84467384916879,0.09790499062097145,-0.15446114070162964,0.4541368295245367,56.76710369056709,0.08515065553585065,1,1212,3,0.1,,,1,ew,0.0015
highAPM|every_5d,E1_rebalance,0.016378404370362486,2.843455397580398,1.9787681574113676,0.22403680879869856,0.798680522763178,0.09087703861375945,-0.15647086666316481,0.35509272049317125,44.38659006164641,0.0665798850924696,1,1212,5,0.1,,,1,ew,0.0015
highAPM|every_10d,E1_rebalance,0.01568320897098771,2.72886748522338,1.9199273222678281,0.21958818954970113,1.0858296494544737,0.12473646799140642,-0.12180652913396801,0.25293792415545185,31.617240519431483,0.04742586077914722,1,1212,10,0.1,,,1,ew,0.0015
highAPM|daily|buffer_5_15,E2_buffer,0.023937280184579874,4.100561967059522,2.416741672511934,0.30000926675290085,1.2253144527840811,0.1519310137560014,-0.16098780201143656,0.3948753413250668,49.35941766563335,0.07403912649845001,1,1212,1,0.1,0.05,0.15,1,ew,0.0015
highAPM|every_3d|buffer_5_15,E2_buffer,0.018786664593950293,3.2048773581863514,2.1044689328352284,0.2630622720835899,1.1935893442459777,0.14910507450414176,-0.16245801313799826,0.3038858602118614,37.98573252648268,0.05697859878972403,1,1212,3,0.1,0.05,0.15,1,ew,0.0015
highAPM|every_5d|buffer_5_15,E2_buffer,0.016378404370362486,2.843455397580398,2.0669735958872724,0.2560533230955493,1.2645255347140305,0.1573247431746544,-0.14496026181998756,0.26327621312238564,32.9095266402982,0.049364289960447304,1,1212,5,0.1,0.05,0.15,1,ew,0.0015
highAPM|every_10d|buffer_5_15,E2_buffer,0.01568320897098771,2.72886748522338,1.9885587435753738,0.25402767778204227,1.3675051481118312,0.17497279695447088,-0.12598133848942353,0.21081301554018977,26.351626942523723,0.039527440413785586,1,1212,10,0.1,0.05,0.15,1,ew,0.0015
highAPM|daily|buffer_10_30,E2_buffer,0.023937280184579874,4.100561967059522,2.5775267534782156,0.252085647851732,1.503671663281268,0.1469010897592025,-0.11027206272072496,0.2804921549134113,35.06151936417641,0.05259227904626461,1,1212,1,0.1,0.1,0.3,1,ew,0.0015
highAPM|every_3d|buffer_10_30,E2_buffer,0.018786664593950293,3.2048773581863514,2.1678074659093567,0.2168814635451593,1.329384352582698,0.13280641486865377,-0.11767008389771495,0.22420012980401446,28.02501622550181,0.04203752433825271,1,1212,3,0.1,0.1,0.3,1,ew,0.0015
highAPM|every_5d|buffer_10_30,E2_buffer,0.016378404370362486,2.843455397580398,2.0087790634033102,0.19813780607663214,1.2515537686151748,0.1236008847969996,-0.11257524371163365,0.19876512341235383,24.84564042654423,0.03726846063981634,1,1212,5,0.1,0.1,0.3,1,ew,0.0015
highAPM|every_10d|buffer_10_30,E2_buffer,0.01568320897098771,2.72886748522338,2.04696285246735,0.20961586669826232,1.4470832982091693,0.14845327610918974,-0.09815560528200737,0.16310024157085973,20.387530196357467,0.030581295294536195,1,1212,10,0.1,0.1,0.3,1,ew,0.0015
