horizon,rank_ic,abs_rank_ic,icir,abs_icir,ic_pos_frac,n_days
1,0.023891814181455227,0.023891814181455227,4.093861893568079,4.093861893568079,0.6163366336633663,1212
3,0.026232217617828988,0.026232217617828988,4.680016332321523,4.680016332321523,0.6526402640264026,1212
5,0.026984010313889816,0.026984010313889816,4.896098934258999,4.896098934258999,0.6485148514851485,1212
10,0.0309819103466336,0.0309819103466336,6.06640455993388,6.06640455993388,0.6732673267326733,1212
20,0.04029655302775074,0.04029655302775074,8.379397316067116,8.379397316067116,0.7136963696369637,1212
