horizon_days,rank_ic,abs_rank_ic
1,-0.05387153773160139,0.05387153773160139
5,-0.07388629697884835,0.07388629697884835
10,-0.0855169709018791,0.0855169709018791
20,-0.10202853267485423,0.10202853267485423
