factor,period,universe,mode,rank_ic,annu_ic,icir,hl_annu_ret,hl_sharpe,hl_mdd,daily_turnover,implied_annu_fee,net_sharpe,monotonicity,direction
D1_LiquidityQuality60d,confirmation_1455d,ALL,raw,0.0573,0.9059925496382406,6.0135,0.4351,2.2614,-0.1973,0.4822,0.0904125,,0.8,1
D1_LiquidityQuality60d,confirmation_1455d,CSI1000,diag_CSI1000,0.0534,0.8443281352649573,5.3675,0.3641,1.8444,,0.5001,0.09376875,,,1
D1_LiquidityQuality60d,confirmation_1455d,CSI500,diag_CSI500,0.0468,0.7399729724794007,4.3643,0.1833,0.8982,,0.5127,0.09613125,,,1
D1_LiquidityQuality60d,confirmation_1455d,CSI300,diag_CSI300,0.0406,0.6419423650141809,3.196,0.1486,0.6249,,0.5142,0.0964125,,,1
D1_LiquidityQuality60d,confirmation_1455d,ALL,execution_best,0.054483959715797725,0.8614670432339053,6.107810234497161,0.369136295600908,1.8100745789263029,-0.2202292685224794,0.2342810083275043,0.04392768906140706,1.3776758945103904,,1
