name,n_days,annu_ret,volatility,sharpe,max_drawdown,win_rate,mean_daily
high_vol,423,-0.11634758527524779,0.17926924258308422,-0.6490103020395441,-0.25427027355036613,0.4515366430260047,-0.00046539034110099114
low_vol,423,-0.14851814063341312,0.13846474353387989,-1.0726061872715875,-0.29137052600867464,0.41134751773049644,-0.0005940725625336524
