Date,bottom10_gross,top10_gross,long_short_gross,bottom10_net,top10_net,long_short_net,csi300
2025-07-15,0.01094862581464576,0.0010874618973877727,0.009861163917257993,0.010768625814645761,0.0008874618973877728,0.009481163917257993,0.00034761460367627173
2025-07-16,0.007111402642434086,0.014995660809697222,-0.00788425816726314,0.0069314026424340865,0.014795660809697221,-0.00826425816726314,-0.0029515575814113015
2025-07-17,-0.001474408656151567,-0.015215865279506411,0.013741456623354844,-0.001674408656151567,-0.01535586527950641,0.013401456623354844,0.00681001374051049
2025-07-18,0.016944588519327723,0.026240062727623668,-0.009295474208295955,0.016764588519327724,0.02604006272762367,-0.009675474208295955,0.005962982691001262
2025-07-21,0.0053972989976566535,-0.002228810733127026,0.007626109730783677,0.005197298997656654,-0.002408810733127026,0.007246109730783677,0.006667063195941569
2025-07-22,0.009596975185216513,0.0031137194430501678,0.006483255742166346,0.009436975185216512,0.0029137194430501677,0.006123255742166346,0.008163046119558537
2025-07-23,0.011486336232085649,0.011245417975014887,0.0002409182570707679,0.011326336232085649,0.011065417975014888,-9.908174292923196e-05,0.00019672450184127221
2025-07-24,0.00028444027412920974,-0.019237701741429688,0.019522142015558897,8.444027412920984e-05,-0.019437701741429687,0.019122142015558896,0.0071043554995868785
2025-07-25,0.0028577297854674856,0.026664887961084068,-0.023807158175616582,0.0026777297854674855,0.02646488796108407,-0.02418715817561658,-0.005271922389312067
2025-07-28,-0.00578244635314993,-0.014213939234571744,0.008431492881421816,-0.00594244635314993,-0.014413939234571745,0.008071492881421817,0.0020984873048641717
2025-07-29,0.00755211105262344,0.005499866863184022,0.0020522441894394164,0.00735211105262344,0.005319866863184022,0.0016722441894394164,0.003917115239085778
2025-07-30,0.004234709319732098,0.017516465934236485,-0.013281756614504389,0.0040347093197320985,0.017356465934236485,-0.013641756614504388,-0.00018949790929712051
2025-07-31,-0.0048206868797690625,-0.0046010034413849175,-0.0002196834383841451,-0.004980686879769062,-0.004801003441384917,-0.0005796834383841448,-0.018222684852631565
2025-08-01,-0.016306980393927948,-0.016070449220996343,-0.00023653117293159797,-0.016506980393927947,-0.016270449220996342,-0.0006365311729315977,-0.0050698411558057765
2025-08-04,-0.007547653433578181,-0.023028447796651436,0.015480794363073253,-0.0077476534335781805,-0.023208447796651436,0.015100794363073253,0.0038900068425371526
2025-08-05,0.011311973017255924,0.013674017727600775,-0.0023620447103448526,0.011111973017255923,0.013474017727600774,-0.0027620447103448528,0.008044729775498416
2025-08-06,0.0029005377267087235,-0.002783438521066931,0.0056839762477756545,0.0027005377267087234,-0.002983438521066931,0.005283976247775654,0.0024455519136337145
2025-08-07,0.0025546932754080057,0.010024295974988691,-0.007469602699580688,0.0023746932754080056,0.00982429597498869,-0.007849602699580687,0.00028705585229782393
2025-08-08,-0.0066046172740651735,-0.008977433857774523,0.002372816583709346,-0.006804617274065173,-0.009177433857774524,0.001972816583709346,-0.0023572022613742583
2025-08-11,0.004806575756687955,0.005121856672482327,-0.000315280915794371,0.004626575756687955,0.004961856672482327,-0.0006552809157943707,0.004273773803145531
2025-08-12,0.013351429593794505,-0.0017674196944339412,0.01511884928822844,0.013151429593794504,-0.001947419694433941,0.01473884928822844,0.005170295984199713
2025-08-13,0.009960151972008075,0.009903008990978906,5.714298102916612e-05,0.009760151972008075,0.009703008990978906,-0.0003428570189708337,0.00790390482687342
2025-08-14,0.007403738469726052,0.017155860109314275,-0.009752121639588211,0.007203738469726053,0.016975860109314275,-0.010132121639588211,-0.0007816208179632911
2025-08-15,-0.01304869386526371,-0.015845748071909693,0.0027970542066459835,-0.01324869386526371,-0.016045748071909692,0.0023970542066459838,0.006958548113727536
2025-08-18,0.021437510929536344,0.031141200582045402,-0.009703689652509052,0.021257510929536344,0.030941200582045403,-0.010083689652509052,0.008818677858427604
2025-08-19,0.0067901734336638184,0.0174290822490576,-0.010638908815393772,0.006590173433663819,0.0172490822490576,-0.011018908815393772,-0.003783165709871472
2025-08-20,-0.0036618292048271146,-0.004471614067429752,0.0008097848626026373,-0.0038618292048271147,-0.004631614067429752,0.00044978486260263754,0.011370458515621573
2025-08-21,0.01671066078343908,0.022209520724374245,-0.005498859940935157,0.01651066078343908,0.022049520724374244,-0.005858859940935157,0.0039038526937729134
2025-08-22,-0.00924727899563174,-0.005364741536855456,-0.0038825374587762884,-0.00942727899563174,-0.005564741536855456,-0.004262537458776288,0.020971435942042538
2025-08-25,0.038601892596002566,0.048796582648127314,-0.010194690052124752,0.038441892596002565,0.048596582648127315,-0.010554690052124751,0.02083692277864846
2025-08-26,0.02014350159155926,0.0021004155645066155,0.018043086027052645,0.019943501591559262,0.0019004155645066156,0.017643086027052644,-0.0037212743328440823
