name,n_days,annu_ret,volatility,sharpe,max_drawdown,win_rate,mean_daily
down_day,431,-0.18304259231917352,0.15921552041601703,-1.1496529474067496,-0.34565565485966054,0.41531322505800466,-0.000732170369276694
up_day,424,-0.07817652068348999,0.1593765616361577,-0.49051453915764553,-0.23750713520324399,0.4386792452830189,-0.0003127060827339599
