mean_ic,std_ic,icir,win_rate,n_days,horizon
0.024952671881994355,0.20160473601399106,1.9569797419954056,0.563231850117096,854,1
-0.0031021729024292137,0.1951637839016654,-0.2513256268969043,0.4647058823529412,850,5
-0.0018672006801505692,0.1956542769457913,-0.15089389023495,0.48757396449704143,845,10
-0.006700734430511174,0.19029905800837477,-0.5567442902264407,0.46706586826347307,835,20
