factor,corr_MAX20,corr_VOL20,corr_TGD20
AlphaIdioSKEW60,-0.27818587308518256,-0.1533942906757054,0.12197269182135628
AlphaIdioSKEW60_MAD,-0.27804325149920045,-0.15329493847134196,0.12192180709395935
