factor,period,universe,mode,rank_ic,annu_ic,icir,hl_annu_ret,hl_sharpe,hl_mdd,daily_turnover,implied_annu_fee,net_sharpe,monotonicity,direction
ActiveTradeProxy,last_252d,ALL,raw,0.04539327593296699,0.7177307120234023,7.017374372183443,,,,0.8086243035350106,,0.9489131440084654,0.7777777777777778,1
ActiveTradeProxy,last_252d,ALL,execution_best,0.032070489511693286,0.50707896266746,4.95552912030249,0.3377945576247442,2.8860471069893023,-0.05524998622247626,0.13245820905343259,0.02483591419751861,2.4680497767876455,0.7777777777777778,1
