direction,hl_mean,extreme_5pct_mean,inner_5to10pct_mean,extreme_share_of_cum_pnl,inner_share_of_cum_pnl
1,0.002388803657607702,0.0031249866165945343,0.001653272484719741,1.3081806060712808,0.6920922443560857
