bucket,signed_mean_ret
1,-0.00059997754287167
2,0.0006999869393386519
3,0.000942977243687402
4,0.001127401228459268
5,0.0012037080719158985
6,0.0014311411345456864
7,0.001653781531531859
8,0.0017177513248826425
9,0.0018269841195137403
10,0.0017988835835333942
