label,mode,rank_ic,icir,long_group,direction,long_ann_ret,long_sharpe,long_mdd,long_excess_ann,long_excess_sharpe,long_excess_mdd,long_excess_win_rate,hl_ann_ret,hl_sharpe,hl_mdd,hl_mdd_days,daily_to_long,daily_to_hl,monthly_to_long_approx,monthly_to_hl_approx,size_median_pctile,size_frac_bottom_20,size_frac_bottom_10
ats_trade_count,raw,-0.03379564434302013,-6.483878973616674,1,-1,0.15882808113378014,0.6843699750728307,-0.36599596416697744,0.013874726599369258,0.2910401281760658,-0.1383743529653504,0.5190839694656488,0.1417787516367987,1.1894310837548632,-0.16106150730667315,511,0.5170932546056085,0.9094085777369663,10.85895834671778,19.097580132476292,0.4314864019219302,0.2460593399878803,0.1214377667107816
ats_trade_count,filter_signal,-0.03819834237223893,-7.203122834940268,1,-1,0.1964446557095994,0.8349350376124266,-0.3549283059355372,0.08007022618035618,1.6914214182121956,-0.08686244691321084,0.5596007046388726,0.37901901159380197,3.230023137926539,-0.14745206238466085,20,0.5321180558178736,0.9974940267287856,11.174479172175346,20.9473745613045,0.4324062876277215,0.24537842670491672,0.12120358935536663
amount_plus_ats_residual_add,raw,-0.040752890886369644,-6.8833844469590035,1,-1,0.1800744312731233,0.7773473532114247,-0.3677414593933019,0.03810280174358797,0.6855264212097035,-0.12648974853384026,0.5261303581914268,0.18438843181920625,1.3985578565114334,-0.15009261558699144,253,0.4995978327244045,0.8897666868281143,10.491554487212495,18.685100423390402,0.43056217145034703,0.24774697529295098,0.12270199508812255
amount_plus_ats_residual_add,filter_signal,-0.04485312887610667,-7.4214391658593435,1,-1,0.20365319496805678,0.8692828065740175,-0.3514148942177051,0.08829041598653599,1.6157028958350281,-0.06881218506226061,0.5601879036993541,0.40281627813952103,3.089679799778396,-0.11907987629493087,13,0.5152980397423612,0.9710858470171096,10.821258834589585,20.3928027873593,0.43165772382698286,0.2469939466964914,0.12248830509399575
ideal_amplitude,raw,-0.04812073332658961,-7.914481199663894,1,-1,0.1970711716411091,0.7346076567111778,-0.44204279040113864,0.0930048678036025,1.2283001261236395,-0.18417760232516237,0.5431841831425598,0.4936113959049175,3.2829717542167143,-0.18601411453433295,8,0.49523273146581,0.8123810693558129,10.39988736078201,17.06000245647207,0.42128193003801734,0.27497105127910987,0.14008407706981243
ideal_amplitude,filter_signal,-0.05017492277672349,-8.099740459587153,1,-1,0.20015939263439098,0.7379366874154863,-0.4397666291934828,0.11587352141062211,1.508235498938655,-0.20468835655939652,0.5603537981269511,0.5888815381005351,4.000996998640988,-0.22356767454779214,9,0.5196183721589167,0.9081209066119709,10.911985815337252,19.07053903885139,0.42282425495334236,0.27397980904407654,0.13964671837054957
