index,mean_daily_return
1,-0.00022668449059687806
2,0.0002945081855122108
3,0.00043364886931298886
4,0.0005253165771632572
5,0.0006784093703459236
6,0.0006458072606672118
7,0.0007506111066274914
8,0.0007163631719683747
9,0.0006610474682643827
10,0.0004976078496786505
H-L,0.0007242923402755296
