horizon_days,rank_ic,abs_rank_ic
1,0.04553457882826998,0.04553457882826998
5,0.061624067542583164,0.061624067542583164
10,0.07098288170437284,0.07098288170437284
20,0.08447190924506873,0.08447190924506873
