factor_name,hypothesis,ic_raw,ic_after_d4,ic_after_ohlcv_stack,ic_ohlcv_stack_only,corr_d4_rep,abs_corr_d4_rep,ic_retention_after_d4,monotonicity_score,stack_enhancement_pass,density_classification,source,hl_sharpe_all
max_daily_return_20d,"Lottery effect: -max(daily return, 20d)",0.054194119919039975,0.043090047804175656,0.07342195430164761,0.0761407977485116,0.1902310887122132,0.1902310887122132,0.7951055920558803,,True,independent_alpha,eod_engine,
d4_consecutive_gain_exhaustion_20d,20d return × up-day ratio — streak exhaustion,0.046216449686267654,0.0254847067423272,0.14388296110752946,0.14603504303175396,0.3950180599492759,0.3950180599492759,0.5514206936128956,,True,independent_alpha,behavioral_d4,
cn_attention_shock_5d,Volume z-score × 5d return (attention spike),0.0008521852962128984,-0.025101716508697643,0.1046997928878902,0.11234635408583628,-0.22930647032174642,0.22930647032174642,29.45570243965647,,True,noise,cn_broker,
winner_crowding_exhaustion_20d,20d return × volume shock exhaustion,0.04848324494057433,0.02153592728048881,0.19116318367711155,0.19678008014224324,0.4239521732894363,0.4239521732894363,0.44419319100619786,,True,partial_independent,eod_engine,
cn_chase_behavior_20d,"Rolling corr(intraday return, volume) — chase/proxy",-0.030183306493962603,-0.02020152134877974,-0.05004882036864036,-0.05236040185090387,-0.19986933897989867,0.19986933897989867,0.6692945106203172,,True,independent_alpha,cn_broker,
overreaction_shock_5d,Volume shock × 5d return reversal,0.035734419509032354,-0.014608069772261327,0.28027165090795325,0.28601338851426233,0.8612731621886311,0.8612731621886311,0.4087954966938512,,True,redundant,eod_engine,
cn_new_high_breakout_252d,52-week high proximity: close/rolling_high_252 - 1,-0.013805250840014657,-0.006327128313377578,-0.04393398219065664,-0.046694132376741915,-0.18757634217130081,0.18757634217130081,0.4583131727703443,,True,weak_incremental,cn_broker,
d4_turnover_shock_reversal_5d,5d return × turnover shock — crowded move fade,0.03706052532441681,0.0020988124424676587,0.26518288361992326,0.27038415586839465,0.8560867198176265,0.8560867198176265,0.05663202083875712,,True,redundant,behavioral_d4,
