label,stage,rank_ic,icir,gross_sharpe,gross_annu_ret,net_sharpe,net_annu_ret,mdd_net,daily_turnover,annu_one_way_turnover,implied_annu_fee,direction,n_days,rebalance_freq,top_frac,entry_frac,exit_frac,min_hold,weight_method,round_trip_cost
signed_cs_z|daily|buffer_5_15,E2_buffer,0.06459656305915762,10.864115246000273,4.663083675044738,0.6174782815699834,3.399596017061248,0.45020859222567605,-0.050350388730142505,0.4460525049181517,55.75656311476896,0.08363484467215343,1,252,1,0.1,0.05,0.15,1,ew,0.0015
signed_cs_z|daily_buffer_5_15,E4_combo,0.06459656305915762,10.864115246000273,4.663083675044738,0.6174782815699834,3.399596017061248,0.45020859222567605,-0.050350388730142505,0.4460525049181517,55.75656311476896,0.08363484467215343,1,252,1,0.1,0.05,0.15,1,ew,0.0015
signed_cs_z|daily|buffer_10_30,E2_buffer,0.06459656305915762,10.864115246000273,4.343882919939597,0.463011892131564,3.1975550349343007,0.340804931242383,-0.04068387495669374,0.3258852290378165,40.73565362972707,0.061103480444590595,1,252,1,0.1,0.1,0.3,1,ew,0.0015
signed_cs_z|daily_buffer_10_20,E4_combo,0.06459656305915762,10.864115246000273,4.492767121111237,0.5104055479907459,3.055906226809423,0.34701101799523976,-0.04342762643896881,0.43571874665468024,54.46484333183503,0.08169726499775255,1,252,1,0.1,0.1,0.2,1,ew,0.0015
signed_cs_z|daily|buffer_10_20,E2_buffer,0.06459656305915762,10.864115246000273,4.492767121111237,0.5104055479907459,3.055906226809423,0.34701101799523976,-0.04342762643896881,0.43571874665468024,54.46484333183503,0.08169726499775255,1,252,1,0.1,0.1,0.2,1,ew,0.0015
signed_cs_z|best_e1|buffer_10_20,E2_buffer,0.05282046899889759,8.828652231352107,3.8380908982517496,0.41751282631720743,2.8116406031655687,0.31210744867830714,-0.034663447033980194,0.2810810070370672,35.1351258796334,0.05270268881945009,1,252,friday,0.1,0.1,0.2,1,ew,0.0015
signed_cs_z|best_e1|buffer_10_30,E2_buffer,0.05282046899889759,8.828652231352107,3.6460432368412077,0.3835573215293766,2.7975305396762002,0.29884824914626545,-0.03500220246705031,0.2258908596882968,28.2363574610371,0.04235453619155566,1,252,friday,0.1,0.1,0.3,1,ew,0.0015
signed_cs_z|best_e1|buffer_5_15,E2_buffer,0.05282046899889759,8.828652231352107,3.7162339280070857,0.4694546354485088,2.791251005293767,0.3587386353669094,-0.04051769903706066,0.29524266688426526,36.905333360533156,0.055358000040799736,1,252,friday,0.1,0.05,0.15,1,ew,0.0015
signed_cs_z|best_e1_buffer_5_15,E4_combo,0.05282046899889759,8.828652231352107,3.7162339280070857,0.4694546354485088,2.791251005293767,0.3587386353669094,-0.04051769903706066,0.29524266688426526,36.905333360533156,0.055358000040799736,1,252,friday,0.1,0.05,0.15,1,ew,0.0015
signed_cs_z|best_e1|hold_5d,E2_hold,0.05282046899889759,8.828652231352107,4.148301728311437,0.47456436232561205,2.7644989857164513,0.32522000843690213,-0.037466539186740706,0.39825161036989337,49.781451296236675,0.074672176944355,1,252,friday,0.1,,,5,ew,0.0015
signed_cs_z|weekly_friday,E1,0.05282046899889759,8.828652231352107,4.1138014480851925,0.4715645982277225,2.755989195918156,0.3253784073110975,-0.03746653918674064,0.3898298424443332,48.72873030554165,0.07309309545831248,1,252,friday,0.1,,,1,ew,0.0015
signed_cs_z|best_e1|hold_1d,E2_hold,0.05282046899889759,8.828652231352107,4.1138014480851925,0.4715645982277225,2.755989195918156,0.3253784073110975,-0.03746653918674064,0.3898298424443332,48.72873030554165,0.07309309545831248,1,252,friday,0.1,,,1,ew,0.0015
signed_cs_z|best_e1_plain,E4_combo,0.05282046899889759,8.828652231352107,4.1138014480851925,0.4715645982277225,2.755989195918156,0.3253784073110975,-0.03746653918674064,0.3898298424443332,48.72873030554165,0.07309309545831248,1,252,friday,0.1,,,1,ew,0.0015
signed_cs_z|every_5d,E1,0.052541426354273384,8.719726466608718,3.928763779078343,0.46395465173649825,2.723563798415891,0.31640407484981137,-0.04714312804808034,0.3934682050311657,49.183525628895715,0.07377528844334356,1,252,5,0.1,,,1,ew,0.0015
signed_cs_z|best_e1|hold_10d,E2_hold,0.05282046899889759,8.828652231352107,3.8370026909210373,0.4040671219929295,2.6146292858814606,0.2812947410759678,-0.03535519635251475,0.3273930157785637,40.924126972320465,0.06138619045848069,1,252,friday,0.1,,,10,ew,0.0015
signed_cs_z|daily,E1,0.06459656305915762,10.864115246000273,4.697286116140928,0.5972009144019255,2.4127618882018917,0.3062760350688359,-0.05389776593869609,0.7757996782215727,96.97495977769658,0.14546243966654487,1,252,1,0.1,,,1,ew,0.0015
signed_cs_z|every_10d,E1,0.046493912725440484,7.527924810373136,3.18552614873588,0.37696438239043323,2.374347252960389,0.2762995779968009,-0.04448778875373316,0.26843947838301985,33.55493479787748,0.050332402196816214,1,252,10,0.1,,,1,ew,0.0015
signed_cs_z|every_20d,E1,0.038293422393825056,6.061411431303746,2.828305237684004,0.3227578039786794,2.3237040779987184,0.2610637568538018,-0.04785879135171053,0.16451745899967354,20.564682374959194,0.030847023562438788,1,252,20,0.1,,,1,ew,0.0015
