horizon_days,rank_ic,abs_rank_ic
1,0.0439550906166522,0.0439550906166522
5,0.06487706222024531,0.06487706222024531
10,0.07641777160403777,0.07641777160403777
20,0.08448930154222618,0.08448930154222618
