capital_cny,capital_m,capacity_cny_approx,book_adv_median_cny,implied_daily_trade_cny,adv_participation,participation_cap,within_cap,model,daily_turnover
10000000.0,10.0,9427756499.024998,188555129980.5,4800633.56233798,2.546010582069261e-05,0.05,True,B,0.480063356233798
50000000.0,50.0,9427756499.024998,188555129980.5,24003167.8116899,0.00012730052910346306,0.05,True,B,0.480063356233798
100000000.0,100.0,9427756499.024998,188555129980.5,48006335.6233798,0.0002546010582069261,0.05,True,B,0.480063356233798
500000000.0,500.0,9427756499.024998,188555129980.5,240031678.11689898,0.0012730052910346304,0.05,True,B,0.480063356233798
10000000.0,10.0,9203393194.125002,184067863882.5,4651276.692376023,2.526935769377523e-05,0.05,True,C,0.4651276692376023
50000000.0,50.0,9203393194.125002,184067863882.5,23256383.461880114,0.00012634678846887613,0.05,True,C,0.4651276692376023
100000000.0,100.0,9203393194.125002,184067863882.5,46512766.92376023,0.00025269357693775225,0.05,True,C,0.4651276692376023
500000000.0,500.0,9203393194.125002,184067863882.5,232563834.61880115,0.0012634678846887614,0.05,True,C,0.4651276692376023
