horizon_days,rank_ic,abs_rank_ic
1,0.00026073700252561034,0.00026073700252561034
5,0.004719728870323681,0.004719728870323681
10,0.011094344432806604,0.011094344432806604
20,0.00872500366207765,0.00872500366207765
