horizon_days,rank_ic,abs_rank_ic
1,0.023716613877421314,0.023716613877421314
5,0.042849419079171794,0.042849419079171794
10,0.052938775516296645,0.052938775516296645
20,0.0646456458129609,0.0646456458129609
