factor,rank_ic,icir,gross_hl_sharpe,turnover_ann_proxy,residual_ic_t_base3,residual_ic_t_voi,stack_icir_uplift,verdict
net_active_flow_mktcap_20d,0.02551656877348508,5.04316359067902,3.4813416452469803,52.63376463739371,4.6786407586247885,7.396087430668033,1.0244569817361127,enhancer_candidate
net_active_flow_mktcap_5d,0.017796226344333532,3.61986334779482,2.458606409582701,112.54753455045866,3.7625229641828137,5.474462657597638,0.6678652268773959,enhancer_candidate
net_active_flow_shock,9.093600966371462e-05,0.021430127192018835,0.7890331987421192,196.4552632958945,2.087555508066816,1.3198048624828826,0.0,independent_of_base3_check_voi
active_buy_share_20d,0.007766861353341417,1.9503595216106526,1.503304292210056,67.37148501843232,2.2282568546659918,3.8126879617480043,0.5713946520706701,enhancer_candidate
