index,mean_daily_return
1,-0.0011821543494812238
2,1.7148089547302864e-05
3,0.0003969959029460459
4,0.0006834628321198135
5,0.0007916018005499636
6,0.0008688850227737978
7,0.000886671157670853
8,0.000917221075807741
9,0.0008870716061488794
10,0.0007109756296610974
H-L,0.0018931299791423199
