horizon_days,rank_ic,abs_rank_ic
1,0.052461725141149135,0.052461725141149135
5,0.07243705525387088,0.07243705525387088
10,0.08401490066782984,0.08401490066782984
20,0.09898803969836402,0.09898803969836402
