factor_name,hypothesis,ic_raw,ic_after_d1,ic_after_ohlcv_stack,ic_ohlcv_stack_only,corr_rep,abs_corr_rep,ic_retention_after_d1,monotonicity_score,stack_enhancement_pass,ic_after_d4,corr_d4_rep,density_classification,source,family,hl_sharpe_all
relative_liquidity_strength_20d,Stock liquidity vs cross-sectional median,-0.04929118473826092,-0.019632251357253754,-0.009907912571509364,-0.020539699099196007,-0.2720469388717558,0.2720469388717558,0.39829132656279537,,False,,,partial_independent,eod_engine,stable_liquidity,
amihud_shock_reversal_5d,Amihud spike × short reversal — liquidity stress fade,0.026880706496767725,0.01718865243976557,0.16711859222820322,0.16935395755568433,0.01587878876717547,0.01587878876717547,0.6394419894370121,,True,,,independent_alpha,eod_engine,liquidity_shock,
liquidity_amount_residual_20d,Amount stability orthogonal to size + liquidity level,0.03333221025076255,0.013904682118967572,0.05708107053415525,0.058664679093533505,0.31300142011586946,0.31300142011586946,0.4171545185380999,,True,,,weak_incremental,liquidity_norm,residual_liquidity,
liquidity_shock_20d,Volume/turnover shock vs recent baseline,0.035738963999625784,0.01214464003367198,0.2936933345115685,0.3010360874343133,0.06989241714203781,0.06989241714203781,0.3398151114229037,,True,,,weak_incremental,eod_engine,liquidity_shock,
cn_cancel_shock,Bid/ask cancel imbalance z-score (L2 conditioning),0.011796710190142034,0.010031524937131437,-0.03630627167810505,-0.03540552559476057,0.05824979604594762,0.05824979604594762,0.8503663119158694,,True,,,weak_incremental,l2,liquidity_shock,
amount_stability_20d,Stable dollar volume — liquidity quality without vol filter,0.04726754701059307,-0.009087199886167704,0.054797799765495966,0.053650967205192926,0.7871751046358878,0.7871751046358878,0.192250295623151,,True,,,redundant,liquidity_norm,stable_liquidity,
