horizon_days,rank_ic,abs_rank_ic
1,0.011796312737038126,0.011796312737038126
5,0.01916499750828137,0.01916499750828137
10,0.02501201528838343,0.02501201528838343
20,0.030354237000562775,0.030354237000562775
