index,mean_daily_return
1,0.0002284149875621814
2,0.00026320309471346233
3,0.00042764942867674606
4,0.0004600080875872588
5,0.0006499405221584145
6,0.0005984691745617376
7,0.0006793352236664029
8,0.00041647539574313143
9,0.0005797894066934
10,0.0006017856301425505
H-L,0.0003733706425803687
