index,mean_daily_return
1,-0.0013955571065245019
2,0.00038911487138035267
3,0.000680691447827498
4,0.0007811080723020865
5,0.0008363311605227934
6,0.0008783557347024631
7,0.0008243512450659587
8,0.0007975131390475048
9,0.000671243480195299
10,0.0005153832162749408
H-L,0.0019109403227994424
