horizon_days,rank_ic,abs_rank_ic
1,0.020277409094756487,0.020277409094756487
5,0.018038384569437425,0.018038384569437425
10,0.01498085151047515,0.01498085151047515
20,0.014519931773997205,0.014519931773997205
