horizon_days,rank_ic,abs_rank_ic
1,0.023466938126438765,0.023466938126438765
5,0.030677202056019606,0.030677202056019606
10,0.033811196849565614,0.033811196849565614
20,0.03454182913329593,0.03454182913329593
