Date,cum_hl
2020-01-03,0.004356938545226667
2020-01-06,0.0021799990934358946
2020-01-07,0.004840092466854308
2020-01-08,0.0011601172731566037
2020-01-09,0.007298430791532549
2020-01-10,0.012231168858730643
2020-01-13,0.007863517957134965
2020-01-14,0.00914799762145965
2020-01-15,0.006385039586307196
2020-01-16,0.0032012438351812908
2020-01-17,0.0005921662765926957
2020-01-20,-0.0015114785109821933
2020-01-21,-0.0031724362146389696
2020-01-22,-0.0007855993985042961
2020-01-23,-0.006786024657580172
2020-02-03,-0.022765306002833913
2020-02-04,-0.021683249401048987
2020-02-05,-0.044506756875812827
2020-02-06,-0.05827048853022346
2020-02-07,-0.045807830205923356
2020-02-10,-0.022566061454842433
2020-02-11,-0.006037610707402066
2020-02-12,-0.01379909842971281
2020-02-13,-0.01011418718079968
2020-02-14,-0.0007408401781099621
2020-02-17,-0.002649507029187993
2020-02-18,-0.01068684179640632
2020-02-19,0.009102151460598317
2020-02-20,0.01745424033833871
2020-02-21,0.011162240935906648
2020-02-24,-0.006669036433378763
2020-02-25,-0.030241654168941513
2020-02-26,0.006355263786234348
2020-02-27,0.002249701644987879
2020-02-28,0.003344829818627184
2020-03-02,0.0109857772501144
2020-03-03,0.01788841107139509
2020-03-04,0.02430261622969919
2020-03-05,0.0329311254945823
2020-03-06,0.04318218569847279
2020-03-09,0.04022260050997796
2020-03-10,0.0525679647761748
2020-03-11,0.05615736347957852
2020-03-12,0.05981894696450922
2020-03-13,0.06260997684883485
2020-03-16,0.05538490419829716
2020-03-17,0.05716668299310254
2020-03-18,0.05274085607671586
2020-03-19,0.0626961186967923
2020-03-20,0.05652013081684362
2020-03-23,0.0478387830141748
2020-03-24,0.05055733567707599
2020-03-25,0.04932780340576387
2020-03-26,0.046361720454517225
2020-03-27,0.03562426450977969
2020-03-30,0.022490402468086573
2020-03-31,0.02222366998916115
2020-04-01,0.027535203741880832
2020-04-02,0.04331981402066247
2020-04-03,0.03856570200309573
2020-04-07,0.03716331867572992
2020-04-08,0.03789886739416611
2020-04-09,0.03680073344262267
2020-04-10,0.030278016979192614
2020-04-13,0.02247136115439302
2020-04-14,0.027821286919922243
2020-04-15,0.029012945273529565
2020-04-16,0.031528677203243836
2020-04-17,0.038585042396539725
2020-04-20,0.03646789924123213
2020-04-21,0.03402889422825715
2020-04-22,0.03496078617417085
2020-04-23,0.03176646782877734
2020-04-24,0.032578682275554424
2020-04-27,0.03134102009874312
2020-04-28,0.025611560790933373
2020-04-29,0.025130734600431234
2020-04-30,0.03334745512994637
2020-05-06,0.0392745808958272
2020-05-07,0.04023959686440974
2020-05-08,0.04133275214266886
2020-05-11,0.04041043361644751
2020-05-12,0.040426261716444284
2020-05-13,0.043635170865707416
2020-05-14,0.042945389824522014
2020-05-15,0.04245362090475236
2020-05-18,0.04315132554542455
2020-05-19,0.04157448699450489
2020-05-20,0.037574740673967585
2020-05-21,0.03948283718878927
2020-05-22,0.03876689866292046
2020-05-25,0.0399361818827393
2020-05-26,0.04107775423150847
2020-05-27,0.0379087993644328
2020-05-28,0.03611883017304316
2020-05-29,0.037919935003863973
2020-06-01,0.040765434671901184
2020-06-02,0.04125190847622018
2020-06-03,0.041851137219235175
2020-06-04,0.04169997115688736
2020-06-05,0.04269064475978115
2020-06-08,0.04026320578086142
2020-06-09,0.040084960975186525
2020-06-10,0.04378028748515583
2020-06-11,0.04629395681934001
2020-06-12,0.0479591731414331
2020-06-15,0.050214077031656125
2020-06-16,0.052037634712627935
2020-06-17,0.05023365039392891
2020-06-18,0.04974659002812912
2020-06-19,0.05375016590477415
2020-06-22,0.051938698689233696
2020-06-23,0.05587180315930899
