index,mean_daily_return
1,-8.607314405429475e-05
2,0.00030535553609421513
3,0.00044216303694113844
4,0.00047546484898392904
5,0.000612364671923239
6,0.0006450917995183085
7,0.0006411676743915524
8,0.0006802271294312619
9,0.0006768063475318678
10,0.0005876529922081156
H-L,0.0006737261362624104
