Date,ret
2018-01-02,-0.0
2018-01-03,-0.0
2018-01-04,-0.0
2018-01-05,-0.0
2018-01-08,-0.0
2018-01-09,-0.0
2018-01-10,-0.0
2018-01-11,-0.0
2018-01-12,-0.0
2018-01-15,-0.0
2018-01-16,-0.0
2018-01-17,-0.0
2018-01-18,-0.0
2018-01-19,-0.0
2018-01-22,-0.0
2018-01-23,-0.0
2018-01-24,-0.0
2018-01-25,-0.0
2018-01-26,-0.0
2018-01-29,-0.0
2018-01-30,0.0028934305352144446
2018-01-31,0.003918944590182882
2018-02-01,-0.003956414737562218
2018-02-02,-0.002398587712415256
2018-02-05,0.003855499515686143
2018-02-06,0.0027985527180706266
2018-02-07,0.008954500843243608
2018-02-08,0.016117790870664506
2018-02-09,0.02367311595358047
2018-02-12,0.0022914968479633875
2018-02-13,2.3111252367362606e-05
2018-02-14,0.0006751312711720345
2018-02-22,-0.011972335998491259
2018-02-23,-0.008863811541062364
2018-02-26,-0.0031249763731970477
2018-02-27,0.005643222528163789
2018-02-28,0.005601374692280678
2018-03-01,0.002019095429597056
2018-03-02,0.005191134415622604
2018-03-05,-0.000985216813286869
2018-03-06,-0.0011604735258489412
2018-03-07,0.002229368170821076
2018-03-08,0.003175648382595278
2018-03-09,0.01485899162547124
2018-03-12,0.0025064539936391385
2018-03-13,-0.0002035451242665626
2018-03-14,0.0036955790860545706
2018-03-15,0.006311837645433289
2018-03-16,-0.004185331232609447
2018-03-19,-0.0004088666750489949
2018-03-20,0.006181828096814029
2018-03-21,0.0057965553005987795
2018-03-22,-0.001981222142470484
2018-03-23,0.014915601080120577
2018-03-26,0.008064248302470985
2018-03-27,0.0032463524934738773
2018-03-28,0.019938522051832296
2018-03-29,0.010985294835529505
2018-03-30,0.003907798019516819
2018-04-02,-0.001767827741349752
2018-04-03,0.010862044037288222
2018-04-04,0.0030883827698643517
2018-04-09,0.006686810351292473
2018-04-10,0.01134736774998666
2018-04-11,0.003059792840240749
2018-04-12,0.008094038348554218
2018-04-13,0.010751419649528506
2018-04-16,-0.004106720341780996
2018-04-17,0.0015327478289208739
2018-04-18,0.006336343253880362
2018-04-19,0.0040527930140297815
2018-04-20,0.0036081933612932236
2018-04-23,0.005034107894734095
2018-04-24,0.004017630114176305
2018-04-25,0.0033257017514338834
2018-04-26,0.0045512542282629305
2018-04-27,0.009409521180677767
2018-05-02,0.008652615557727776
2018-05-03,-0.0019629944291813754
2018-05-04,0.003984922268393958
2018-05-07,-0.002065997601134767
2018-05-08,-0.005006426225947368
2018-05-09,0.0030275149420266375
2018-05-10,0.0015327853595178522
2018-05-11,0.0006276257594161339
2018-05-14,0.010715327892906476
2018-05-15,0.0024159638220097156
2018-05-16,0.0016122818832306181
2018-05-17,-0.00018947375823778496
2018-05-18,0.002295091994962639
2018-05-21,-0.0035277720257172844
2018-05-22,0.0032492247671113755
2018-05-23,0.0034731800913316846
2018-05-24,-0.003258459625934953
2018-05-25,0.002524132495461218
2018-05-28,0.005053847577148534
2018-05-29,0.010381744650569137
2018-05-30,0.005482645282526982
2018-05-31,-0.014636378781444121
2018-06-01,0.010592960969014093
2018-06-04,-0.0020874808228427853
2018-06-05,-0.004696816471297285
2018-06-06,-0.00041414075904456886
2018-06-07,0.004651673804612328
2018-06-08,-2.6966830478024686e-05
2018-06-11,-0.0012427777513308452
2018-06-12,-0.001798446526292209
2018-06-13,0.002237857273379662
2018-06-14,-0.00107464577510347
2018-06-15,0.007356312251165925
2018-06-19,-0.004895398515907395
2018-06-20,-0.011877290792115879
2018-06-21,-0.0024458157984293717
2018-06-22,0.006370291348453731
2018-06-25,-0.003837189971876186
2018-06-26,0.004331985086098618
2018-06-27,0.0036020035886843724
2018-06-28,0.008948062558587305
2018-06-29,0.0025652794820449007
2018-07-02,-0.0033891690368354453
2018-07-03,0.0065668143217655975
2018-07-04,0.0016771789596515263
2018-07-05,0.005152365093517467
2018-07-06,0.004858645173821197
2018-07-09,0.0042393694614565845
2018-07-10,0.0012698242433356079
2018-07-11,0.0032862594737928068
2018-07-12,0.007458473479317777
2018-07-13,0.001842497209857997
2018-07-16,0.002203515084405739
2018-07-17,0.0008431410886830058
2018-07-18,0.0017990541689620072
2018-07-19,0.0013931848527849282
2018-07-20,0.0053271198674746875
2018-07-23,0.0013659536401729056
2018-07-24,0.0025883871322508554
2018-07-25,0.004493200418282732
2018-07-26,-0.004995068095437327
2018-07-27,0.00487469118106382
2018-07-30,0.006863781359327331
2018-07-31,0.006202318755444294
2018-08-01,-0.0016621127733959969
2018-08-02,-0.005619436631174021
2018-08-03,0.002419614772721259
2018-08-06,-0.00762377392990805
2018-08-07,-0.004098371829916351
2018-08-08,-0.007355428778314211
2018-08-09,0.014193737981811887
2018-08-10,0.01417024209237839
2018-08-13,0.015005885299961755
2018-08-14,-0.008919090577912427
2018-08-15,-0.009632226617306922
2018-08-16,0.00553938317958729
2018-08-17,0.0015303653814107143
2018-08-20,0.006946982306406656
2018-08-21,0.0053905151025813
2018-08-22,0.0013719413266932746
2018-08-23,0.004434417583980177
2018-08-24,0.0008606634193512913
2018-08-27,0.007194098265814214
2018-08-28,-0.0008701336051926479
2018-08-29,0.00027872723347370336
2018-08-30,0.0011129135555409085
2018-08-31,0.005432130647633749
2018-09-03,0.002868845195975278
2018-09-04,0.00035148419848238244
2018-09-05,-0.0009358644239016601
2018-09-06,-0.002251478000392577
2018-09-07,0.00297004984295541
2018-09-10,-0.0024327460735528196
2018-09-11,0.0010237791847224915
2018-09-12,0.002023586110105431
2018-09-13,-0.0023370475075480696
2018-09-14,0.0051229940948790565
2018-09-17,-0.006025502047997476
2018-09-18,0.0011861126983619304
2018-09-19,0.006240583868620898
2018-09-20,0.0004505197012072467
2018-09-21,0.013395938687363674
2018-09-25,0.0011955908466086997
2018-09-26,0.004349654415799519
2018-09-27,0.012583928111600876
2018-09-28,0.005198044469057256
2018-10-08,-0.0021592748971756975
2018-10-09,-0.004465507407479514
2018-10-10,0.0006301780458134441
2018-10-11,-0.000628835090520613
2018-10-12,-0.007384791420229132
2018-10-15,0.0019146135537338148
2018-10-16,-0.0008918019925028137
2018-10-17,0.01312738178509321
2018-10-18,0.015590322489009219
2018-10-19,0.00714754679224984
2018-10-22,0.002972373595628075
2018-10-23,-0.006615985619564925
2018-10-24,-0.0027329162131004797
2018-10-25,-0.0038150513600929354
2018-10-26,0.005226019794924936
2018-10-29,0.0008983019479032114
2018-10-30,-0.0012505734884377222
2018-10-31,0.006968858884665873
2018-11-01,0.00338531329429117
2018-11-02,0.003218087452091973
2018-11-05,-0.007111297320213431
2018-11-06,0.010099250529763732
2018-11-07,0.0064432368118060804
2018-11-08,0.0012598041476740824
2018-11-09,0.0051897353720851466
2018-11-12,0.004112656738927401
2018-11-13,0.00020308474115960512
2018-11-14,-0.002449435337247553
2018-11-15,-8.68727650601385e-05
2018-11-16,-0.006199041743658033
2018-11-19,0.009233098112474955
2018-11-20,0.008220787603865496
2018-11-21,-0.0015683144980113348
2018-11-22,0.008387542745759494
2018-11-23,0.013431867234492578
2018-11-26,-0.0037881694249610985
2018-11-27,0.0013166680842546285
2018-11-28,0.015458899964251299
2018-11-29,0.009153270885293219
2018-11-30,0.013270158479173368
2018-12-03,0.0026934006457215998
2018-12-04,-0.0025530144223194877
2018-12-05,0.0082502299598869
2018-12-06,-0.0006744651162932415
2018-12-07,0.0009593842169647084
2018-12-10,0.0002294843451351499
2018-12-11,-0.0038734611668485505
2018-12-12,-0.0025723752829473227
2018-12-13,0.00669380755266243
2018-12-14,0.005486380748909295
2018-12-17,-0.012670455587893342
2018-12-18,0.002257138630961473
2018-12-19,-0.0013743123212926808
2018-12-20,-0.003833650553675897
2018-12-21,0.004253134500883148
2018-12-24,0.003397595192204805
2018-12-25,0.005796121964598656
2018-12-26,-0.0004928639501875632
