label,n_days,mean_rank_ic,ic_std,icir_annualized,positive_ic_ratio,t_stat
AlphaSKEW20,1454,0.019913733025222223,0.07786873721917935,4.043519602672271,0.6052269601100413,9.751507335800229
AlphaIdioSKEW60,1454,0.016508039513563093,0.06298746272983695,4.1439202584508195,0.6066024759284732,9.993637417399592
SKEW20,1454,-0.019913733025222227,0.07786873721917933,-4.043519602672272,0.3947730398899587,-9.75150733580023
IdioSKEW60,1454,-0.016508039513563097,0.06298746272983695,-4.14392025845082,0.39339752407152684,-9.993637417399594
AlphaSKEW60,1454,0.021379251445197294,0.08335152844485383,4.055542261651475,0.6203576341127923,9.780501642432016
AlphaIdioSKEW120,1454,0.014633373031220377,0.06318410092265155,3.66190132911657,0.5969738651994498,8.831182035140259
