factor_id,month,rank_ic_mean,rank_ic_std,n_days,icir,negative_ic_day_share
mid_trade_amount_share_adv20,2023-10,0.006867266346209337,0.10979884681517584,17,0.9889085169354627,0.5294117647058824
mid_trade_amount_share_adv20,2023-11,0.024732691737401277,0.12355885060222735,22,3.1649549253578613,0.5454545454545454
mid_trade_amount_share_adv20,2023-12,0.03174965978336738,0.19414324084645715,21,2.5857516185766625,0.5238095238095238
mid_trade_amount_share_adv20,2024-01,0.05665704342560618,0.13228624320358467,22,6.7718796141279025,0.2727272727272727
mid_trade_amount_share_adv20,2024-02,-0.04821102546570873,0.12081054879500974,15,-6.309740760415989,0.5333333333333333
mid_trade_amount_share_adv20,2024-03,-0.02983017535937904,0.16857415481439095,21,-2.7979169535725488,0.47619047619047616
mid_trade_amount_share_adv20,2024-04,0.05184475759140078,0.16967998577400695,20,4.831080046956445,0.45
mid_trade_amount_share_adv20,2024-05,0.008172698639613722,0.10698529386392416,20,1.2078455551195053,0.55
mid_trade_amount_share_adv20,2024-06,-0.020041522671516362,0.15193079769490567,19,-2.0857146931842694,0.5263157894736842
mid_trade_amount_share_adv20,2024-07,0.04550878102717973,0.182541736739021,23,3.9418766402308987,0.43478260869565216
mid_trade_amount_share_adv20,2024-08,0.025157546699318963,0.11353591368570662,22,3.503523481218725,0.4090909090909091
mid_trade_amount_share_adv20,2024-09,0.041360134028392295,0.08433804403942378,19,7.754046785719632,0.3157894736842105
mid_trade_amount_share_adv20,2024-10,-0.028970338458437734,0.1515971658527984,18,-3.021568826807437,0.6111111111111112
mid_trade_amount_share_adv20,2024-11,0.03260274278248494,0.19026173023232057,21,2.7093973400583042,0.38095238095238093
mid_trade_amount_share_adv20,2024-12,0.05171068128729639,0.1800326111734124,22,4.541497542059033,0.3181818181818182
mid_trade_amount_share_adv20,2025-01,0.0014609680523193596,0.2710810914024972,18,0.08521410715455492,0.4444444444444444
mid_trade_amount_share_adv20,2025-02,0.001760640636305627,0.23747469618016329,18,0.11722584850787567,0.5
mid_trade_amount_share_adv20,2025-03,0.07821214698391246,0.24873878327612015,21,4.971651824928271,0.47619047619047616
mid_trade_amount_share_adv20,2025-04,0.017942293043545724,0.22668972095239404,21,1.2514575479078411,0.5714285714285714
mid_trade_amount_share_adv20,2025-05,0.06857675842911666,0.1765100190192693,19,6.142958694131837,0.3157894736842105
mid_trade_amount_share_adv20,2025-06,0.020044984317156837,0.15352775182593006,20,2.0643761584042393,0.5
mid_trade_amount_share_adv20,2025-07,0.05133375818333891,0.16606849786997888,23,4.887489162536826,0.34782608695652173
mid_trade_amount_share_adv20,2025-08,-0.0010323716937509332,0.1602973944605575,21,-0.10183091107391833,0.42857142857142855
mid_trade_amount_share_adv20,2025-09,0.018100103857417817,0.2573935945315492,22,1.1118682688901211,0.5454545454545454
mid_trade_amount_share_adv20,2025-10,0.059825843689426575,0.29467850764413034,17,3.210039485273052,0.4117647058823529
mid_trade_amount_share_adv20,2025-11,0.06382448846643346,0.21596892598211498,20,4.672680412963462,0.3
mid_trade_amount_share_adv20,2025-12,0.004095138311795847,0.17663293693859558,23,0.3665784146247187,0.5217391304347826
mid_trade_amount_share_adv20,2026-01,0.018365767493308083,0.19767951787839547,20,1.4689851755825765,0.55
mid_trade_amount_share_adv20,2026-02,-0.0403236207337024,0.2614832323628326,14,-2.4382918145655936,0.5
mid_trade_amount_share_adv20,2026-03,0.08507667814180263,0.2186733799169244,22,6.151550746400103,0.3181818181818182
mid_trade_amount_share_adv20,2026-04,-0.031017853386248285,0.1630218234206303,21,-3.008402886545625,0.6190476190476191
mid_trade_amount_share_adv20,2026-05,-0.00716584625654881,0.23805134319705973,18,-0.47595605277738673,0.5555555555555556
mid_trade_amount_share_adv20,2026-06,-0.048971578329466026,0.31232917324388115,21,-2.4791428627375307,0.6190476190476191
mid_trade_amount_share_adv20,2026-07,0.20342853603587607,0.3797792264009178,23,8.469361542538735,0.21739130434782608
mid_trade_amount_share_ats20,2023-01,-0.011417648954922302,0.16134645594100083,15,-1.118889659249731,0.5333333333333333
mid_trade_amount_share_ats20,2023-02,-0.023042582374005145,0.11997033667822035,20,-3.036877510369384,0.55
mid_trade_amount_share_ats20,2023-03,-0.023487019343013428,0.1553248162081254,23,-2.390876048835415,0.6086956521739131
mid_trade_amount_share_ats20,2023-04,-0.043840233931493874,0.12548179129310139,19,-5.5241079581934756,0.631578947368421
mid_trade_amount_share_ats20,2023-05,-0.006043406849974656,0.1895384049726834,20,-0.5041440143948059,0.5
mid_trade_amount_share_ats20,2023-06,-0.0059684268884441965,0.1344592719324751,20,-0.701841633693871,0.55
mid_trade_amount_share_ats20,2023-07,-0.07570193556877815,0.13837061765299205,21,-8.650338624671042,0.7619047619047619
mid_trade_amount_share_ats20,2023-08,0.016288646124737377,0.18711668655191677,23,1.3763930599624443,0.5652173913043478
mid_trade_amount_share_ats20,2023-09,-0.007635925863198717,0.14382160516996045,20,-0.839474630510477,0.55
mid_trade_amount_share_ats20,2023-10,0.003780461937266873,0.16160276542417878,17,0.3698844601438743,0.5294117647058824
mid_trade_amount_share_ats20,2023-11,0.019024502199929596,0.14721279083535738,22,2.0433264650877137,0.4090909090909091
mid_trade_amount_share_ats20,2023-12,-0.0061146598862164,0.14211060906508985,21,-0.6803240266479122,0.6190476190476191
mid_trade_amount_share_ats20,2024-01,-0.12974788817280072,0.1684194441487984,22,-12.180863388326298,0.8181818181818182
mid_trade_amount_share_ats20,2024-02,0.047728962916284264,0.15236334157007236,15,4.953036328090657,0.4
mid_trade_amount_share_ats20,2024-03,0.003692102463541044,0.14057778462594578,21,0.41526665008183655,0.5238095238095238
mid_trade_amount_share_ats20,2024-04,0.022887082286340663,0.17301052428855293,20,2.091644693817021,0.35
mid_trade_amount_share_ats20,2024-05,0.0184368831166464,0.13004926246177048,20,2.241556103405246,0.4
mid_trade_amount_share_ats20,2024-06,-0.0037158726291719488,0.21709002013355178,19,-0.27063936416866885,0.5263157894736842
mid_trade_amount_share_ats20,2024-07,-0.054314399483286244,0.1994409736762616,23,-4.305966044626777,0.5217391304347826
mid_trade_amount_share_ats20,2024-08,-0.008737550238979734,0.12880511956535443,22,-1.0725722711396197,0.5
mid_trade_amount_share_ats20,2024-09,0.0015525019965466683,0.24915465529500969,19,0.09852198778371907,0.47368421052631576
mid_trade_amount_share_ats20,2024-10,-0.019737883043316123,0.1686436756778355,18,-1.850548689597203,0.6111111111111112
mid_trade_amount_share_ats20,2024-11,0.022561529759088803,0.20252596261578765,21,1.7613993933148433,0.5714285714285714
mid_trade_amount_share_ats20,2024-12,6.79541655787825e-05,0.14580251906644137,22,0.007369212174833647,0.5909090909090909
mid_trade_amount_share_ats20,2025-01,0.030066977139546654,0.14816524333445752,18,3.2085841448845978,0.4444444444444444
mid_trade_amount_share_ats20,2025-02,0.009110053620900163,0.15379734700991385,18,0.9365739919574694,0.5
mid_trade_amount_share_ats20,2025-03,-0.007977796435465881,0.181616394093843,21,-0.6945410289395219,0.5238095238095238
mid_trade_amount_share_ats20,2025-04,0.004424026861393277,0.19586927090395742,21,0.3571259863071797,0.5238095238095238
mid_trade_amount_share_ats20,2025-05,-0.029191398629318,0.10500400577289953,19,-4.395608866304164,0.5263157894736842
mid_trade_amount_share_ats20,2025-06,0.014220752700983788,0.14370272254714342,20,1.5646874248449687,0.55
mid_trade_amount_share_ats20,2025-07,-0.0013946785627767424,0.16805612452746846,23,-0.1312169037155135,0.4782608695652174
mid_trade_amount_share_ats20,2025-08,0.0519102845077342,0.14716321540132726,21,5.577301793254786,0.3333333333333333
mid_trade_amount_share_ats20,2025-09,0.004808542668386179,0.18976928440889876,22,0.40064299935493186,0.4090909090909091
mid_trade_amount_share_ats20,2025-10,-0.0255199833811788,0.19799247807449247,17,-2.0379883649874584,0.5882352941176471
mid_trade_amount_share_ats20,2025-11,-0.027846309983512806,0.16459560188678718,20,-2.674973175758199,0.55
mid_trade_amount_share_ats20,2025-12,0.013241755086446249,0.16936274669972337,23,1.2362254128274117,0.4782608695652174
mid_trade_amount_share_ats20,2026-01,0.008914769849082186,0.1930117388260309,20,0.7302917871929249,0.45
mid_trade_amount_share_ats20,2026-02,0.006470738429440445,0.16199294528199934,14,0.6315790957622125,0.5714285714285714
mid_trade_amount_share_ats20,2026-03,-0.03840327638213291,0.18506256768342355,22,-3.2811017511719265,0.6818181818181818
mid_trade_amount_share_ats20,2026-04,0.08436723921349765,0.15731597219146568,21,8.479515210643013,0.3333333333333333
mid_trade_amount_share_ats20,2026-05,0.025054303737478467,0.1493484918549147,18,2.6524762324707085,0.4444444444444444
mid_trade_amount_share_ats20,2026-06,0.04993265102584661,0.17572903609627902,21,4.492738091544164,0.42857142857142855
mid_trade_amount_share_ats20,2026-07,-0.11830717300395721,0.24137924082664877,23,-7.749633500934969,0.6956521739130435
mid_trade_amount_share_rollq,2023-01,-0.019546031170799196,0.16295811264671248,15,-1.8964989441911053,0.6
mid_trade_amount_share_rollq,2023-02,-0.0774745711474015,0.12224529614032523,20,-10.02067618574553,0.7
mid_trade_amount_share_rollq,2023-03,-0.04541635863050025,0.15433907020817403,23,-4.652714834607706,0.6086956521739131
mid_trade_amount_share_rollq,2023-04,-0.06358429351838425,0.11309897198025734,19,-8.889169698459982,0.7368421052631579
mid_trade_amount_share_rollq,2023-05,-0.02991062793818026,0.17830319229189845,20,-2.652384102458196,0.6
mid_trade_amount_share_rollq,2023-06,-0.030993347742989296,0.14845487800471927,20,-3.3009885730521247,0.55
mid_trade_amount_share_rollq,2023-07,-0.12291205797162819,0.13784149296718148,21,-14.098877149478547,0.8571428571428571
mid_trade_amount_share_rollq,2023-08,-0.017534793572965227,0.18945947501228147,23,-1.4633706228695489,0.6086956521739131
mid_trade_amount_share_rollq,2023-09,-0.03340717828664551,0.14979546163621613,20,-3.526234120552953,0.55
mid_trade_amount_share_rollq,2023-10,-0.013911965064839686,0.16064738520648889,17,-1.3692565327794857,0.6470588235294118
mid_trade_amount_share_rollq,2023-11,-0.016319528032933493,0.14829154477755935,22,-1.7400479238532676,0.5
mid_trade_amount_share_rollq,2023-12,-0.024950087771564985,0.13896525595573267,21,-2.8388068886943043,0.6190476190476191
mid_trade_amount_share_rollq,2024-01,-0.15553038892195875,0.18470647288213402,22,-13.313834287742026,0.8636363636363636
mid_trade_amount_share_rollq,2024-02,0.02779758439062478,0.16716402418489484,15,2.6292642975587412,0.3333333333333333
mid_trade_amount_share_rollq,2024-03,-0.042599186330045516,0.16630612566807249,21,-4.050074966622678,0.6666666666666666
mid_trade_amount_share_rollq,2024-04,-0.019704321016458744,0.16456537898028964,20,-1.893184779971152,0.5
mid_trade_amount_share_rollq,2024-05,-0.025211430601314734,0.13202820665705983,20,-3.0192617846619796,0.5
mid_trade_amount_share_rollq,2024-06,-0.018558256086574895,0.24112208076869868,19,-1.216942854158507,0.631578947368421
mid_trade_amount_share_rollq,2024-07,-0.06907299465689416,0.1911066738840054,23,-5.714818417513871,0.6086956521739131
mid_trade_amount_share_rollq,2024-08,-0.035241355273060465,0.12329324187940763,22,-4.519426563665911,0.6363636363636364
mid_trade_amount_share_rollq,2024-09,-0.03102803415257326,0.23196178561685477,19,-2.114987582517006,0.5263157894736842
mid_trade_amount_share_rollq,2024-10,-0.07367929179705046,0.2219752779999913,18,-5.248205578705235,0.7222222222222222
mid_trade_amount_share_rollq,2024-11,-0.029633599231593387,0.2174211518878496,21,-2.155026501027555,0.6190476190476191
mid_trade_amount_share_rollq,2024-12,-0.04706609944528004,0.16867124855723512,22,-4.412016751526208,0.6363636363636364
mid_trade_amount_share_rollq,2025-01,-0.0002388945599353299,0.14163335258052295,18,-0.02666924549391544,0.4444444444444444
mid_trade_amount_share_rollq,2025-02,-0.001040511244580242,0.1642234332640901,18,-0.10018014477260315,0.5
mid_trade_amount_share_rollq,2025-03,-0.058446353188228314,0.16161696945816276,21,-5.717951451047657,0.5714285714285714
mid_trade_amount_share_rollq,2025-04,-0.049112000183843,0.15164024842723547,21,-5.12086278670519,0.6190476190476191
mid_trade_amount_share_rollq,2025-05,-0.0831137329989275,0.11715468650798473,19,-11.217165482227408,0.6842105263157895
mid_trade_amount_share_rollq,2025-06,-0.007515050627484962,0.154749348632343,20,-0.7678441597447597,0.55
mid_trade_amount_share_rollq,2025-07,-0.04782531899099348,0.1730210128431062,23,-4.370478919019663,0.5217391304347826
mid_trade_amount_share_rollq,2025-08,0.014716304548754803,0.15399215181237477,21,1.51101989832127,0.47619047619047616
mid_trade_amount_share_rollq,2025-09,-0.019973571730752065,0.173778084909346,22,-1.817317175260544,0.5909090909090909
mid_trade_amount_share_rollq,2025-10,-0.07076941204136411,0.18919658572006265,17,-5.914285658748163,0.6470588235294118
mid_trade_amount_share_rollq,2025-11,-0.04895491555699143,0.154658302579462,20,-5.004873105398399,0.6
mid_trade_amount_share_rollq,2025-12,-0.004359946023803804,0.16013421084030616,23,-0.4304938912886069,0.5217391304347826
mid_trade_amount_share_rollq,2026-01,-0.005860180422187672,0.18625163365175532,20,-0.49748604268055846,0.4
mid_trade_amount_share_rollq,2026-02,-0.020504224555524884,0.1604010918069231,14,-2.021184847328255,0.5714285714285714
mid_trade_amount_share_rollq,2026-03,-0.05324815792128829,0.15883002651210462,22,-5.300806904630689,0.7272727272727273
mid_trade_amount_share_rollq,2026-04,0.053414782216938836,0.1461888194517444,21,5.777198733831398,0.38095238095238093
mid_trade_amount_share_rollq,2026-05,0.0040176090077855735,0.13645468809446432,18,0.4655316497376895,0.4444444444444444
mid_trade_amount_share_rollq,2026-06,0.021474536404548814,0.15786952953146444,21,2.1507775102681452,0.38095238095238093
mid_trade_amount_share_rollq,2026-07,-0.10872271413414501,0.17257389790422487,23,-9.961280768256398,0.7391304347826086
