date_start,date_end,n_days,n_names_avg,n_names_min,n_names_max,rank_ic,rank_ic_std,rank_ic_tstat,icir,effective_direction,effective_ic_positive_day_share,effective_hl_mean_positive,hl_annu_ret,hl_sharpe,hl_mdd,hl_turnover,g10_exact_ew_excess_annu_ret,g10_exact_ew_excess_sharpe,g10_exact_ew_excess_mdd,g10_count_avg,factor_id,factor_role,factor_label,universe,rank_ic_direction,effective_rank_ic,effective_icir,fee_bps_one_way,implied_annu_fee_7p5bps,hl_net_annu_ret_after_implied_fee,cost_treatment,raw_ic_negative_day_share,effective_ic_positive_day_share_recomputed,ols_method,raw_rank_ic_baseline,abs_rank_ic_retained_vs_raw
2023-01-04,2026-07-31,865,985.9514450867052,439,999,-0.0424069052480783,0.139959333242134,-8.911334969598153,-4.7907633594850685,-1,0.6462427745664739,True,0.30198334949963374,1.3434438283948862,-0.3011954211409693,1.631638445700123,0.06390086176475268,0.694120246026636,-0.14026272281001237,99.04046242774567,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI1000,raw,0.0424069052480783,4.7907633594850685,7.5,0.30593220856877307,-0.003948859069139332,display-only; gross group returns are not fee-deducted,0.6462427745664739,0.6462427745664739,raw,-0.0424069052480783,1.0
2023-01-04,2026-07-31,865,985.9514450867052,439,999,-0.03995049744798514,0.08078835703949541,-14.54391972943548,-7.818859686094088,-1,0.7028901734104046,True,0.32772618105123225,2.435818014719816,-0.15456709867243743,1.6951233596755548,0.07664146335722509,1.2377743181378573,-0.06858389335194043,99.04046242774567,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI1000,raw,0.03995049744798514,7.818859686094088,7.5,0.31783562993916653,0.009890551112065715,display-only; gross group returns are not fee-deducted,0.7028901734104046,0.7028901734104046,industry,-0.0424069052480783,0.9420752873683353
2023-01-04,2026-07-31,865,985.9514450867052,439,999,-0.036672553576769934,0.1254472041056318,-8.597817432700399,-4.622215287456585,-1,0.6335260115606937,True,0.22676055612218038,1.2640696997520349,-0.22244930949640884,1.6576308582845747,0.032281157514551205,0.3789053265216417,-0.11491012448168239,99.04046242774567,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI1000,raw,0.036672553576769934,4.622215287456585,7.5,0.3108057859283578,-0.0840452298061774,display-only; gross group returns are not fee-deducted,0.6335260115606937,0.6335260115606937,cap,-0.0424069052480783,0.8647778790326082
2023-01-04,2026-07-31,865,985.9514450867052,439,999,-0.03564039263946166,0.07775062072898069,-13.481762391504631,-7.247840363632599,-1,0.6936416184971098,True,0.2618669784299871,2.262519615062895,-0.17397629955070792,1.7113741028763554,0.04803205742095719,0.7518217580169176,-0.08457560175509599,99.04046242774567,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI1000,raw,0.03564039263946166,7.247840363632599,7.5,0.3208826442893167,-0.0590156658593296,display-only; gross group returns are not fee-deducted,0.6936416184971098,0.6936416184971098,joint,-0.0424069052480783,0.8404384246142725
2023-01-04,2026-07-31,865,972.235838150289,436,999,0.027041872396634282,0.19278763850756675,4.125395868011136,2.217826558564443,-1,0.446242774566474,False,-0.14523737221078464,-0.5780657163391772,-0.5015783961621781,1.1424505537061487,-0.17624505232466042,-1.0493516569381285,-0.4980807001529351,97.6878612716763,mid_trade_amount_share_adv20,A1,A1 ADV20-normalized (frozen),CSI1000,raw,-0.027041872396634282,-2.217826558564443,7.5,0.2142094788199029,-0.3594468510306875,display-only; gross group returns are not fee-deducted,0.446242774566474,0.446242774566474,raw,0.027041872396634282,1.0
2023-01-04,2026-07-31,865,972.235838150289,436,999,0.02325672818837767,0.11765639599676879,5.813546221266817,3.1253818109784137,-1,0.43583815028901735,False,-0.1484044505363771,-0.9794469714183914,-0.4548463859670961,1.1552207342892176,-0.17557038505559863,-1.6677667955022286,-0.47887383746368306,97.6878612716763,mid_trade_amount_share_adv20,A1,A1 ADV20-normalized (frozen),CSI1000,raw,-0.02325672818837767,-3.1253818109784137,7.5,0.2166038876792283,-0.3650083382156054,display-only; gross group returns are not fee-deducted,0.43583815028901735,0.43583815028901735,industry,0.027041872396634282,0.8600265487264216
2023-01-04,2026-07-31,865,972.235838150289,436,999,0.020512468577644168,0.17602662642689912,3.427264454701883,1.8425087855935194,-1,0.4416184971098266,False,-0.08795456667335581,-0.41892122460313086,-0.40645842319992226,1.194464323243279,-0.14524172288867798,-1.0796958479428103,-0.4422607240047307,97.6878612716763,mid_trade_amount_share_adv20,A1,A1 ADV20-normalized (frozen),CSI1000,raw,-0.020512468577644168,-1.8425087855935194,7.5,0.22396206060811483,-0.3119166272814706,display-only; gross group returns are not fee-deducted,0.4416184971098266,0.4416184971098266,cap,0.027041872396634282,0.7585446849529995
2023-01-04,2026-07-31,865,972.235838150289,436,999,0.017598029161454313,0.10685876127227194,4.843529523606226,2.603897603607111,-1,0.44508670520231214,False,-0.09657619966276766,-0.7238130539741898,-0.35698487499618325,1.2354736010659162,-0.1319615783536904,-1.4706297352191557,-0.38742383660504676,97.6878612716763,mid_trade_amount_share_adv20,A1,A1 ADV20-normalized (frozen),CSI1000,raw,-0.017598029161454313,-2.603897603607111,7.5,0.23165130019985927,-0.32822749986262695,display-only; gross group returns are not fee-deducted,0.44508670520231214,0.44508670520231214,joint,0.027041872396634282,0.6507696250961017
2023-01-04,2026-07-31,865,972.235838150289,436,999,-0.005831007501592377,0.16922527325349576,-1.0134129037237691,-0.5448141522849898,-1,0.5271676300578034,False,-0.12050041507304565,-0.5329998835580451,-0.6438100671416208,1.1035043608910224,-0.09945657315546724,-0.9508556263442763,-0.4137257138353376,97.6878612716763,mid_trade_amount_share_ats20,A2,"A2 ATS20-normalized (0.5x, 2.0x]",CSI1000,raw,0.005831007501592377,0.5448141522849898,7.5,0.2069070676670667,-0.32740748274011233,display-only; gross group returns are not fee-deducted,0.5271676300578034,0.5271676300578034,raw,-0.005831007501592377,1.0
2023-01-04,2026-07-31,865,972.235838150289,436,999,-0.0016765491548088787,0.09525687541865765,-0.5176402197962359,-0.2782851061996867,-1,0.4982658959537572,False,-0.08738010942517123,-0.6490351765369168,-0.4560586583285738,1.0334341829539033,-0.06143834012770811,-1.0525699871724594,-0.23779037754345678,97.6878612716763,mid_trade_amount_share_ats20,A2,"A2 ATS20-normalized (0.5x, 2.0x]",CSI1000,raw,0.0016765491548088787,0.2782851061996867,7.5,0.19376890930385685,-0.2811490187290281,display-only; gross group returns are not fee-deducted,0.4982658959537572,0.4982658959537572,industry,-0.005831007501592377,0.28752306601406935
