date_start,date_end,n_days,n_names_avg,n_names_min,n_names_max,rank_ic,rank_ic_std,rank_ic_tstat,icir,effective_direction,effective_ic_positive_day_share,effective_hl_mean_positive,hl_annu_ret,hl_sharpe,hl_mdd,hl_turnover,g10_exact_ew_excess_annu_ret,g10_exact_ew_excess_sharpe,g10_exact_ew_excess_mdd,g10_count_avg,factor_id,factor_role,factor_label,universe,rank_ic_direction,effective_rank_ic,effective_icir,fee_bps_one_way,implied_annu_fee_7p5bps,hl_net_annu_ret_after_implied_fee,cost_treatment,raw_ic_negative_day_share,effective_ic_positive_day_share_recomputed,segment,status,requested_start,requested_end,actual_start,actual_end,parameters_refrozen,direction_refrozen
2023-01-04,2024-06-28,358,4840.120111731843,3602,4947,-0.05528860096329494,0.11984413267935969,-8.728916461390137,-7.294387458915758,-1,0.6955307262569832,True,0.44816622746313445,3.047269639316518,-0.20513978703928779,1.7275514028175145,0.09073078724676002,1.305779707265033,-0.15599866110908933,484.4441340782123,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",ALL,raw,0.05528860096329494,7.294387458915758,7.5,0.32391588802828397,0.12425033943485048,display-only; gross group returns are not fee-deducted,0.6955307262569832,0.6955307262569832,IS,ok,2023-01-04,2024-06-28,2023-01-04,2024-06-28,False,False
2023-07-03,2024-06-28,241,4879.788381742738,3602,4947,-0.05915833741692934,0.12842316972257906,-7.151235768316648,-7.283541172141295,-1,0.7178423236514523,True,0.4793946409499722,3.151310438170396,-0.205139787039288,1.6923911559051144,0.06613575369348125,0.8505028704055435,-0.15599866110908917,488.4149377593361,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",ALL,raw,0.05915833741692934,7.283541172141295,7.5,0.31732334173220894,0.16207129921776325,display-only; gross group returns are not fee-deducted,0.7178423236514523,0.7178423236514523,validation,ok,2023-07-03,2024-06-28,2023-07-03,2024-06-28,False,False
2024-07-01,2026-07-31,507,4883.633136094674,2030,4973,-0.047455266265168286,0.13258562968673862,-8.05920009490008,-5.659238060800704,-1,0.6489151873767258,True,0.36633689375141043,1.8072990554911583,-0.25351797580503965,1.668665412525919,0.1124908731436122,1.253946505450774,-0.11407171331603287,488.818540433925,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",ALL,raw,0.047455266265168286,5.659238060800704,7.5,0.3128747648486098,0.05346212890280061,display-only; gross group returns are not fee-deducted,0.6489151873767258,0.6489151873767258,OOS,ok,2024-07-01,2026-07-31,2024-07-01,2026-07-31,False,False
2023-01-04,2024-06-28,358,299.0335195530726,291,300,-0.021204256777115283,0.10040778259474926,-3.995739729704125,-3.339071224059286,-1,0.611731843575419,True,0.1427290262761866,1.2592358779673152,-0.09902627682912901,1.6770949720670394,0.039216429733294714,0.6380876904016298,-0.09157718868768383,30.0,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI300,raw,0.021204256777115283,3.339071224059286,7.5,0.31445530726256987,-0.17172628098638326,display-only; gross group returns are not fee-deducted,0.611731843575419,0.611731843575419,IS,ok,2023-01-04,2024-06-28,2023-01-04,2024-06-28,False,False
2023-07-03,2024-06-28,241,299.1618257261411,291,300,-0.02638174001528824,0.09888260029364795,-4.141828183850433,-4.218456373465503,-1,0.6265560165975104,True,0.2390024323741913,2.268291152046645,-0.08170553916970735,1.6403872752420483,0.13291910649939787,2.4318456323137387,-0.0382614629649258,30.0,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI300,raw,0.02638174001528824,4.218456373465503,7.5,0.30757261410788406,-0.06857018173369275,display-only; gross group returns are not fee-deducted,0.6265560165975104,0.6265560165975104,validation,ok,2023-07-03,2024-06-28,2023-07-03,2024-06-28,False,False
2024-07-01,2026-07-31,507,297.1854043392505,206,300,-0.021591688289649785,0.13410272644045265,-3.6253753201737133,-2.5457690285662267,-1,0.5641025641025641,True,0.07476759510337315,0.33250909945331136,-0.3229907618403521,1.5067168006910598,0.035379445690381546,0.38125473328336956,-0.08612013631678375,29.928994082840237,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI300,raw,0.021591688289649785,2.5457690285662267,7.5,0.28250940012957376,-0.2077418050262006,display-only; gross group returns are not fee-deducted,0.5641025641025641,0.5641025641025641,OOS,ok,2024-07-01,2026-07-31,2024-07-01,2026-07-31,False,False
2023-01-04,2024-06-28,358,496.91340782122904,424,500,-0.0344653591248557,0.1228850797071551,-5.306707689561172,-4.434591875187008,-1,0.6061452513966481,True,0.22354090112186792,1.4853288256789026,-0.09568630805642872,1.715990740235855,0.03331363447006181,0.49997409926107744,-0.03469228682128245,49.95530726256983,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI500,raw,0.0344653591248557,4.434591875187008,7.5,0.3217482637942228,-0.09820736267235486,display-only; gross group returns are not fee-deducted,0.6061452513966481,0.6061452513966481,IS,ok,2023-01-04,2024-06-28,2023-01-04,2024-06-28,False,False
2023-07-03,2024-06-28,241,496.98340248962654,424,500,-0.03784569901225386,0.11919331604623613,-4.929162661607627,-5.020357369430116,-1,0.6307053941908713,True,0.32351146598937097,2.3537213977047315,-0.06617718642767847,1.6744609675008384,0.06555582156138647,1.0302835390317429,-0.03469228682128237,49.93775933609958,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI500,raw,0.03784569901225386,5.020357369430116,7.5,0.3139614314064072,0.009550034582963773,display-only; gross group returns are not fee-deducted,0.6307053941908713,0.6307053941908713,validation,ok,2023-07-03,2024-06-28,2023-07-03,2024-06-28,False,False
2024-07-01,2026-07-31,507,493.1518737672584,269,500,-0.027539581009657352,0.16115584168460165,-3.847824499443895,-2.7019747123928792,-1,0.5818540433925049,True,0.0248840181703726,0.0948538498182244,-0.37347698094923715,1.6111520793074185,-0.013023948470829069,-0.11740758861450154,-0.18548296490814284,49.69822485207101,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI500,raw,0.027539581009657352,2.7019747123928792,7.5,0.30209101487014095,-0.27720699669976834,display-only; gross group returns are not fee-deducted,0.5818540433925049,0.5818540433925049,OOS,ok,2024-07-01,2026-07-31,2024-07-01,2026-07-31,False,False
2023-01-04,2024-06-28,358,990.1843575418994,857,999,-0.04801260372990662,0.1198624183339956,-7.579031918028353,-6.333477427367184,-1,0.6787709497206704,True,0.41123457164869526,2.7421975321643415,-0.09677385493226591,1.6884131473887498,0.08322420475471445,1.40594406157036,-0.038410120417328594,99.4608938547486,mid_trade_amount_share_abs_4w20w,A0,"A0 fixed RMB (40k, 200k]",CSI1000,raw,0.04801260372990662,6.333477427367184,7.5,0.31657746513539053,0.09465710651330472,display-only; gross group returns are not fee-deducted,0.6787709497206704,0.6787709497206704,IS,ok,2023-01-04,2024-06-28,2023-01-04,2024-06-28,False,False
