TradeDate,1,2,3,4,5,6,7,8,9,10,H-L
2023-01-04,0.0012764791188327857,0.0008632721435213419,0.0015322936423214197,-0.0014385691722102701,-0.001853985910384198,0.002413722994554928,0.002656400879933218,0.003319409064183342,0.005932419776225812,0.006507322664682199,0.005230843545849413
2023-01-05,0.01066791854986987,0.005046149423524351,0.003523661173134965,0.0014815757352404759,0.003170211904514669,-0.004464262031947567,-0.0035494087350884133,-0.0077916674011639705,-0.007246959316211405,-0.010891014311077678,-0.02155893286094755
2023-01-06,0.005912040422846849,-0.00047320879678752303,-0.0028345165799610033,-0.00046357524990941313,0.0005226716880093471,-0.001242245682379236,-0.004453243382750766,-0.004050049927736739,-0.00637444584193139,-0.007801551853439599,-0.013713592276286449
2023-01-09,-0.0010604406696682982,0.0006722499585432629,0.0008460832275936844,-0.0023723666842459567,-0.003050077473489458,0.001597510311293457,0.00023838577241698826,-0.0009062400495025024,8.299291403106703e-05,0.00045805905951239656,0.0015184997291806948
2023-01-10,0.008284776890841247,0.0006520898303001316,-0.0020771527474987145,-0.0017343296345588822,0.003772432446988452,-0.0011763299665515517,-0.0010193284795487314,-0.0037879504367287114,-0.0047850906286636815,-0.007166081776042434,-0.015450858666883682
2023-01-11,-0.0023319691672745646,-0.0016902800263828613,0.0035910427723175034,-0.0022460308010867377,-0.00013269788448978532,0.00119662323586115,0.00046079282405120175,0.0003921582221173834,0.0034553063558579247,0.0022028507989624497,0.004534819966237015
2023-01-12,-0.001369556701520219,0.0014076232982315813,-0.0015638117623824417,-0.0027434066972540474,0.002694885260764722,-0.0018704253750226045,0.0009001121626375991,0.0011852610462901709,0.00178671049758177,-0.0018376340067567172,-0.0004680773052364983
2023-01-13,0.0018814510221116226,0.002241733076838435,0.0006414118117241594,-0.0005393139381680053,0.00038270536308571455,0.004506834870293146,0.0033481422570465808,-0.0012909109962487013,0.0008555417775593291,0.004075047467689776,0.0021935964455781533
2023-01-16,0.01189925246854883,0.0020079631875297437,-0.00032543314588457664,0.00028607497452145495,-0.004695368127595395,-0.00022088415654244727,-0.0025996603121243656,0.00029442306533574244,-0.00042643644617374734,-0.0022016585062835446,-0.014100910974832376
2023-01-17,0.007148522143897764,0.006644510495389191,-0.002743649036860239,-0.004764976055049704,-0.0008206468095794613,-0.005242700103275745,-0.005787112232324103,-0.0013057606567695628,-0.0010868832399361992,-0.003931832777296268,-0.011080354921194031
2023-01-18,-0.004869505933786152,-0.003747579421812918,-0.002188086804809223,-0.0015711434176766835,0.00013846205066362185,0.0017684830496975691,0.0020069679692819985,0.004901969917993441,0.005098605522633811,0.003495920251599896,0.008365426185386049
2023-01-19,0.004596896675550001,0.003080756213172762,-0.0035782323623517204,0.0007891231531715097,-0.0035240406830505996,-0.0015499056587324352,-0.001847616081967557,-0.0002843068413125989,0.0016976182006490624,-0.0009103115702613266,-0.0055072082458113274
2023-01-20,-0.009845338533010846,-0.004400604864329602,-0.001605942404971063,-0.0007542376220082464,0.0037612518460089553,0.00035450124735349604,0.004190260172133965,0.0012383339639583694,-0.00016851012383435116,0.0036360828725394874,0.013481421405550333
2023-01-30,0.00011317288173018488,0.00010710323354708011,0.0015513187096072361,0.004212813279479986,0.002305998197177127,0.001049537374448198,0.005897255331714668,0.0009697558503018997,0.00012825464200266843,0.0034353363994568857,0.003322163517726701
2023-01-31,-0.011309271075790349,-0.001711617410693465,0.002433106520976859,0.0020168160303170677,0.0010862499436962915,0.0007406863140783238,-0.0019633312508870555,0.005727283560570095,0.00612089372684542,0.0014251176314175771,0.012734388707207927
2023-02-01,-0.001005693330795251,-0.003051817678369064,-0.00024452452567427183,7.188230612429096e-05,-0.002269101311443353,-0.0012655800711431483,0.0030152645980537555,0.0029043591788378005,2.7640683229708703e-05,0.0007196511612457095,0.0017253444920409605
2023-02-02,0.004853623007506128,0.004358622135928002,0.0016372070235020414,0.002867449603028754,0.0009398658507525,-1.3409288083950717e-05,0.0011844743386499822,-0.00228308914009621,-0.0047272073843465535,-0.005654552627989986,-0.010508175635496114
2023-02-03,0.001982306223519417,-0.0021354409379814162,0.003520806281483738,-0.0016171969049588065,0.0017863815790357888,0.0004891597367072432,0.0001223300814588988,0.0024021017630593555,-0.0017877471611367492,-0.0007920934601609942,-0.002774399683680411
2023-02-06,-0.005430960790536907,-0.00412356591727497,-0.00010230979080264328,0.0019458677862546642,-0.0011890222923832102,-0.0005602489805469871,0.005305827023080718,0.003812066569579159,0.005662974734018355,0.003406943181550064,0.008837903972086971
2023-02-07,-0.003708649022536396,-0.002297658247447597,-0.0017440674057984046,0.0004770962391955157,0.0002062771183001051,0.0028564084371173657,0.0013943673239457765,0.0009191441066190841,0.003499966101424907,0.005378416824602808,0.009087065847139204
2023-02-08,0.0034683981994964256,0.0019377308720319479,0.002501675528087759,0.0026843270760217187,-0.0019356859058208167,-0.0006159379074441047,-0.0020104567421530594,-0.0006275834186875622,-0.00027019368331902415,-0.003353165863985692,-0.006821564063482118
2023-02-09,0.0028745030553155126,0.004873928669362242,-0.0015245011643649014,-0.001340371834913351,-0.0014401414816393335,-0.0009720147010168213,-0.003644468288641451,0.0010419718818231313,-0.0014796951154969012,-0.006374385855324931,-0.009248888910640444
2023-02-10,-0.002242117741593562,-0.0025579054762275904,-0.0038766154733140957,0.002240669951839664,-0.0003683139262294775,0.0015550407812568116,0.0030064676816136866,0.0047183250004563405,0.00422490181123624,0.003733502571220275,0.0059756203128138365
2023-02-13,0.0006546265252550614,0.0017607742520232932,0.0024517088676689297,0.00059386628836058,-0.00042826312280488076,-0.0010732600991131779,-0.000930581438531882,-0.00418526649553765,-0.00015718729443736298,-0.0021029659043894392,-0.0027575924296445006
2023-02-14,-0.001775712094589321,-0.00024520246671803046,0.002295210840229832,0.001019713932834265,0.0004093326698911845,0.004781264271600887,0.0015415425089907386,0.001056618680520954,-0.0016257683079541636,-0.0025138962523108856,-0.0007381841577215646
2023-02-15,-0.0040930974289675025,0.0019819587042789848,-0.000276964324663059,0.001950918438803379,0.00026095704587565747,0.002821869140265546,0.0008603505174626489,0.00012321561194747038,0.0001780171746527683,-0.00041553717328409595,0.0036775602556834066
2023-02-16,-0.0021202884046070116,0.0012703321199161986,-0.0015097090252188103,9.396253190968899e-05,-0.0005772327187291159,-0.0019904322180298068,-0.0028617567189270846,0.0007612199438836767,0.003020501810110387,0.0014150815057872958,0.0035353699103943077
2023-02-17,-0.005964493877289814,0.0017137715289859102,0.0020544326990367128,0.0003033220103919739,-0.0016754526247572572,0.002450382242005008,0.0049449213160479445,0.005968428241882353,0.005354899738123562,0.007057449918734977,0.013021943796024792
2023-02-20,-0.005981595521828133,-0.001478243926753551,-0.0007290385970882084,0.0018547950351711195,0.0019683207255783144,0.001337553685481992,-0.0032665549491512624,0.0034744980557900288,0.0014030433415060197,0.0025400422407149586,0.008521637762543091
2023-02-21,-0.006176261178713668,-0.001745497882341524,-0.0008745679926166642,0.0007299748024197605,0.002658248651982508,0.0014316615728048804,0.003667859824624425,0.0017246067448781531,-0.0020948958391312856,0.003691670196070606,0.009867931374784273
2023-02-22,0.00314629764565706,0.003141784768412266,0.001404666285291344,0.0003033775176963581,0.0018299502734795115,0.0013856871897655581,0.00046700938661834856,0.0005703551273400219,0.0007130249653666363,-0.004919390535299381,-0.008065688180956442
2023-02-23,0.008134739900233164,0.0023560349739291738,0.002240584958223109,-0.0014299572116390827,-0.0016905392368051098,-0.0020772654493136896,-0.0011343993581276383,-0.00011293436399142194,-0.000445864056054932,-0.002497370677833131,-0.010632110578066295
2023-02-24,-0.004418899054619206,0.00020223411552231646,0.0002982440630215383,0.00045708440292910194,0.0010975697313842633,-0.0011369531560516163,0.003663118993234367,0.003836683513522716,-0.00023813517882026296,0.000842689792332668,0.005261588846951874
2023-02-27,0.00021752607508507298,0.0030978575484927476,-0.0015085000827606402,-0.0008464417381238978,-0.0008700043876603782,-0.0030637804813780285,-0.0014317912704954845,0.00014665111887980902,-0.0018366208394474742,0.0022026022433038897,0.0019850761682188166
2023-02-28,-0.005401995753778249,-0.0035975679799232587,0.0014383245043853507,0.005470370397624525,0.0013747121688315184,0.0016414309009728709,0.0020352280723819416,-0.000627828885528,0.001666039264276523,0.00048012388962071845,0.005882119643398967
2023-03-01,-0.005833579079412738,-0.005233293068698994,-0.0013545702564215403,-0.00020273696541834078,0.002913737304895434,-0.0011694229396109507,0.0041070569723077365,0.008427049177016047,-0.0014217831487394938,0.002488994196630445,0.008322573276043183
