signal,family,rank_ic,icir,hl_sharpe,hl_annu_ret,hl_mdd,monotonicity,daily_turnover,net_sharpe,direction,note
FlowDensity_raw,canonical,0.0235604095203221,4.84946598574053,3.3807064279551797,0.2923475484740777,-0.0951162439305812,0.8787878787878788,0.4633406923259706,1.9240046858252973,1,size+ind net flow (confirmation signal)
Amount,liquidity_channel,-0.0474884501886142,-8.658415409618966,3.946344140680369,0.4664574390683106,-0.0689518884973056,-1.0,0.1425450824871589,3.553719309280568,-1,size+ind amount/mktcap 20d
GrossActive,liquidity_channel,-0.0476128313380518,-8.666396642237386,3.992778711235053,0.472038497039569,-0.0692229539108555,-1.0,0.1427461538543596,3.522838833894873,-1,size+ind gross active/mktcap 20d
Flow_perp_Amount,amount_orthogonal,-0.0087644916136766,-2.4889995246996035,0.1271019996211184,0.0113600399497693,-0.1426687240614618,0.3696969696969697,0.560708936893214,-2.102057377877381,-1,ε from Flow_si ~ Amount_si (tradable residual panel)
Amount_perp_Flow,amount_orthogonal,-0.0371394795575015,-8.48925915852659,2.5253859751860537,0.2789414972833809,-0.0988993916197705,-0.8545454545454544,0.4459157257557898,0.6742454405619076,-1,ε from Amount_si ~ Flow_si (liquidity after removing flow)
Flow_perp_Amount_then_SI,amount_orthogonal_alt,-0.0085326012202724,-2.4215538913203387,0.0769321174533995,0.0068514502750132,-0.153799187398551,0.3818181818181818,0.559646977047241,-2.072136619072104,-1,"ε from Flow~Amount in raw space, then size+ind"
